Unnamed: 0,Unnamed: 0.1,Patient_ID,Online_Follower,LinkedIn_Shared,Twitter_Shared,Facebook_Shared,Income,Education_Score,Age,First_Interaction,City_Type,Employer_Category,Job_Type,Event1_or_2,online_score,y
21063,21063,500566,0,0,0,0,0,0,0,09-Aug-06,2662,,9999.0,0,0,0
21064,21064,524298,1,1,0,0,4,0,1,10-Aug-06,2662,Retail,9.0,1,2,1
21065,21065,506474,0,0,0,0,0,0,0,10-Aug-06,1704,,9999.0,0,0,0
21066,21066,518772,0,0,0,0,0,0,0,10-Aug-06,2517,,9999.0,0,0,0
21067,21067,514296,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21068,21068,500424,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21069,21069,515106,0,0,0,0,0,0,0,10-Aug-06,2662,,9999.0,0,0,0
21070,21070,490191,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21071,21071,485745,0,0,0,0,0,0,0,10-Aug-06,1729,,9999.0,0,0,0
21072,21072,502927,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21073,21073,524591,0,0,0,0,0,0,0,10-Aug-06,816,,9999.0,0,0,0
21074,21074,498793,0,0,0,0,0,0,0,10-Aug-06,2517,,9999.0,0,0,0
21075,21075,497651,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21076,21076,519799,0,0,0,0,0,0,0,10-Aug-06,2662,,9999.0,0,0,0
21077,21077,525392,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21078,21078,487630,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21079,21079,520952,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21080,21080,496762,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21081,21081,498201,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21082,21082,516896,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21083,21083,525635,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21084,21084,501207,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21085,21085,486498,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21086,21086,513197,0,0,0,0,0,0,0,10-Aug-06,23384,,9999.0,0,0,0
21087,21087,491615,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21088,21088,496268,0,0,0,0,0,0,0,11-Aug-06,1729,,9999.0,0,0,0
21089,21089,512524,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21090,21090,495188,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21091,21091,512639,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21092,21092,503908,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21093,21093,521832,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21094,21094,526291,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21095,21095,511558,0,0,0,0,0,0,0,11-Aug-06,2662,,9999.0,0,0,0
21096,21096,521113,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21097,21097,511208,0,0,0,0,0,0,0,11-Aug-06,1352,,9999.0,0,0,0
21098,21098,493992,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21099,21099,492256,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21100,21100,501361,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21101,21101,486315,0,0,0,0,0,0,0,11-Aug-06,1704,,9999.0,0,0,0
21102,21102,500122,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21103,21103,488674,0,0,0,0,0,0,0,11-Aug-06,2662,,9999.0,0,0,0
21104,21104,494923,0,0,0,0,0,0,0,11-Aug-06,23384,,9999.0,0,0,0
21105,21105,505311,0,0,0,0,0,0,0,11-Aug-06,816,,9999.0,0,0,0
21106,21106,486248,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21107,21107,491238,0,0,0,0,0,0,0,12-Aug-06,1729,,9999.0,0,0,0
21108,21108,496674,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21109,21109,522942,0,0,0,0,0,0,0,12-Aug-06,1036,,9999.0,0,0,0
21110,21110,508159,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21111,21111,515152,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21112,21112,495925,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21113,21113,525604,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21114,21114,486504,0,0,0,0,0,0,0,12-Aug-06,1729,,9999.0,0,0,0
21115,21115,527922,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21116,21116,511920,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21117,21117,507709,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21118,21118,491786,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21119,21119,526386,0,0,0,0,0,0,0,12-Aug-06,1729,,9999.0,0,0,0
21120,21120,513863,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21121,21121,501068,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21122,21122,528122,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21123,21123,497333,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21124,21124,503773,0,0,0,0,0,0,0,12-Aug-06,23384,,9999.0,0,0,0
21125,21125,500143,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21126,21126,515217,0,0,0,0,0,0,0,13-Aug-06,2662,,9999.0,0,0,0
21127,21127,499419,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21128,21128,493813,0,0,0,0,0,0,0,13-Aug-06,1704,,9999.0,0,0,0
21129,21129,494969,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21130,21130,524262,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21131,21131,525234,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21132,21132,499077,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21133,21133,502110,0,0,0,0,0,0,0,13-Aug-06,1729,,9999.0,0,0,0
21134,21134,497957,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21135,21135,491477,0,0,0,0,0,0,0,13-Aug-06,23384,,9999.0,0,0,0
21136,21136,486963,0,0,0,0,0,0,0,13-Aug-06,1729,,9999.0,0,0,0
21137,21137,497790,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21138,21138,519214,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21139,21139,515783,0,0,0,0,0,0,0,14-Aug-06,2517,,9999.0,0,0,0
21140,21140,492122,0,0,0,0,0,0,1,14-Aug-06,1217,,9999.0,0,0,0
21141,21141,495845,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21142,21142,516779,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21143,21143,515700,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21144,21144,506656,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21145,21145,518478,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21146,21146,488439,0,0,0,0,0,0,0,14-Aug-06,816,,9999.0,0,0,0
21147,21147,492133,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21148,21148,507484,0,0,0,0,0,0,0,14-Aug-06,1352,,9999.0,0,0,0
21149,21149,488246,0,0,0,0,0,0,0,14-Aug-06,2662,,9999.0,0,0,0
21150,21150,507865,0,0,0,0,0,0,0,14-Aug-06,23384,,9999.0,0,0,0
21151,21151,491799,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21152,21152,502127,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21153,21153,494793,0,0,0,0,0,0,0,15-Aug-06,1036,,9999.0,0,0,0
21154,21154,524704,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21155,21155,526254,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21156,21156,487814,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21157,21157,503816,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21158,21158,488446,0,0,0,0,0,0,0,15-Aug-06,1036,,9999.0,0,0,0
21159,21159,516424,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21160,21160,525866,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21161,21161,494558,0,0,0,0,0,0,0,15-Aug-06,1729,,9999.0,0,0,0
21162,21162,520503,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21163,21163,519353,0,0,0,0,0,0,0,15-Aug-06,2662,,9999.0,0,0,0
21164,21164,494043,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21165,21165,521119,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21166,21166,500282,0,0,0,0,0,0,0,15-Aug-06,2517,,9999.0,0,0,0
21167,21167,496563,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21168,21168,505683,0,0,0,0,0,0,0,15-Aug-06,23384,,9999.0,0,0,0
21169,21169,518917,0,0,0,0,0,0,0,16-Aug-06,1216,,9999.0,0,0,0
21170,21170,488121,0,0,0,0,0,0,1,16-Aug-06,1704,Technology,5.0,0,0,0
21171,21171,503920,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21172,21172,494316,0,0,0,0,0,0,0,16-Aug-06,1729,,9999.0,0,0,0
21173,21173,504008,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21174,21174,518139,0,0,0,0,0,0,0,16-Aug-06,2662,,9999.0,0,0,0
21175,21175,509039,0,0,0,0,0,0,0,16-Aug-06,1704,,9999.0,1,0,1
21176,21176,490609,0,0,0,0,0,0,0,16-Aug-06,2662,,9999.0,0,0,0
21177,21177,499827,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21178,21178,508852,0,0,0,0,0,0,0,16-Aug-06,2662,,9999.0,0,0,0
21179,21179,513560,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21180,21180,502360,0,0,0,0,0,0,0,16-Aug-06,1216,,9999.0,0,0,0
21181,21181,487782,0,0,0,0,0,0,0,16-Aug-06,1704,,9999.0,1,0,1
21182,21182,524674,1,1,1,1,3,0,1,16-Aug-06,2662,BFSI,2.0,0,4,0
21183,21183,528168,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21184,21184,513436,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21185,21185,486407,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21186,21186,508911,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21187,21187,490522,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21188,21188,499509,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21189,21189,504700,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21190,21190,513044,0,0,0,0,0,0,0,16-Aug-06,1216,,9999.0,0,0,0
21191,21191,523744,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21192,21192,499270,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21193,21193,513363,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21194,21194,514531,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21195,21195,487468,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21196,21196,510136,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21197,21197,513270,0,0,0,0,0,0,0,16-Aug-06,23384,,9999.0,0,0,0
21198,21198,517439,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21199,21199,506766,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21200,21200,501450,0,0,0,0,0,0,0,17-Aug-06,2662,,9999.0,0,0,0
21201,21201,514355,0,0,0,0,0,0,0,17-Aug-06,1216,,9999.0,1,0,1
21202,21202,501689,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21203,21203,525998,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21204,21204,500267,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21205,21205,522118,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21206,21206,508154,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21207,21207,488138,0,0,0,0,0,0,0,17-Aug-06,2517,,9999.0,0,0,0
21208,21208,490353,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21209,21209,499875,1,1,1,1,0,0,1,17-Aug-06,1216,Education,3.0,0,4,0
21210,21210,527765,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21211,21211,505544,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21212,21212,510523,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21213,21213,510422,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21214,21214,507910,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21215,21215,526400,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21216,21216,489166,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21217,21217,519994,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21218,21218,491958,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21219,21219,514451,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21220,21220,515484,0,0,0,0,0,0,0,17-Aug-06,1217,,9999.0,1,0,1
21221,21221,519257,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21222,21222,515510,0,0,0,0,0,0,0,17-Aug-06,1217,,9999.0,1,0,1
21223,21223,490070,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21224,21224,516595,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21225,21225,502064,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21226,21226,516250,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21227,21227,495296,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21228,21228,491827,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21229,21229,490449,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21230,21230,505597,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21231,21231,500561,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21232,21232,520793,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21233,21233,501883,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21234,21234,527009,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21235,21235,502742,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21236,21236,494595,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21237,21237,504966,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21238,21238,515277,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21239,21239,528538,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21240,21240,524101,0,0,0,0,0,0,1,17-Aug-06,23384,,9999.0,0,0,0
21241,21241,509613,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21242,21242,517271,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21243,21243,514818,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21244,21244,495716,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21245,21245,510058,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21246,21246,516931,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21247,21247,520339,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21248,21248,525628,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21249,21249,489899,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21250,21250,489976,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21251,21251,520227,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21252,21252,506898,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21253,21253,510710,0,0,0,0,0,0,0,17-Aug-06,2517,,9999.0,0,0,0
21254,21254,520175,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21255,21255,501363,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21256,21256,496844,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21257,21257,525335,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21258,21258,487327,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21259,21259,485717,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21260,21260,513619,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21261,21261,524287,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21262,21262,525239,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21263,21263,521247,0,0,0,0,0,0,1,17-Aug-06,23384,,9999.0,0,0,0
21264,21264,512817,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21265,21265,525369,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21266,21266,491983,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21267,21267,527708,0,0,0,0,0,0,0,17-Aug-06,1352,,9999.0,0,0,0
21268,21268,509126,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21269,21269,499852,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21270,21270,486769,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21271,21271,519703,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21272,21272,525432,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21273,21273,501409,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21274,21274,489716,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21275,21275,507452,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21276,21276,509043,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21277,21277,503894,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21278,21278,507779,0,0,0,0,0,0,0,17-Aug-06,2662,,9999.0,0,0,0
21279,21279,488754,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21280,21280,521942,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21281,21281,499846,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21282,21282,504682,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21283,21283,491809,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21284,21284,502498,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21285,21285,500778,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21286,21286,516241,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21287,21287,528184,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21288,21288,489794,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21289,21289,502925,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21290,21290,505543,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21291,21291,522515,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21292,21292,490344,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21293,21293,486266,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21294,21294,491350,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21295,21295,512424,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21296,21296,521019,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21297,21297,490705,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21298,21298,496537,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21299,21299,487580,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21300,21300,489837,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21301,21301,510289,0,0,0,0,0,0,0,17-Aug-06,2517,,9999.0,0,0,0
21302,21302,499546,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21303,21303,498525,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21304,21304,511799,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21305,21305,519838,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21306,21306,501966,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21307,21307,511954,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21308,21308,485922,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21309,21309,495086,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21310,21310,496759,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21311,21311,506588,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21312,21312,501757,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21313,21313,516430,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21314,21314,525300,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21315,21315,520959,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21316,21316,517949,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21317,21317,527668,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21318,21318,505847,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21319,21319,516035,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21320,21320,522760,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21321,21321,502746,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21322,21322,498318,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21323,21323,508630,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21324,21324,515503,0,0,0,0,0,0,1,17-Aug-06,1729,,9999.0,0,0,0
21325,21325,523873,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21326,21326,487845,0,0,0,0,0,0,0,17-Aug-06,1216,,9999.0,0,0,0
21327,21327,503448,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21328,21328,525174,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21329,21329,515927,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21330,21330,516513,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21331,21331,507982,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21332,21332,499085,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21333,21333,513445,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,1,0,1
21334,21334,526551,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21335,21335,494000,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21336,21336,514046,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21337,21337,515435,0,0,0,0,0,0,1,17-Aug-06,23384,,9999.0,1,0,1
21338,21338,508004,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21339,21339,509323,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21340,21340,514131,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21341,21341,492786,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21342,21342,499128,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21343,21343,509720,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21344,21344,507684,0,0,0,0,0,0,0,17-Aug-06,2662,,9999.0,0,0,0
21345,21345,486072,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21346,21346,498637,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21347,21347,527521,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21348,21348,502008,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21349,21349,502087,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21350,21350,513313,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21351,21351,489598,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21352,21352,495449,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21353,21353,515737,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21354,21354,509371,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21355,21355,503869,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21356,21356,504367,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21357,21357,488269,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21358,21358,489586,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21359,21359,489791,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21360,21360,488604,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21361,21361,522245,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21362,21362,488263,0,0,0,0,0,0,0,17-Aug-06,23384,,9999.0,0,0,0
21363,21363,524046,0,0,0,0,0,0,0,17-Aug-06,2517,,9999.0,0,0,0
